,HI_M3-Ambiente,PHI_M3-Ambiente,PSN_M3-Ambiente,SW_M3-Ambiente,SWP_M3-Ambiente,StWP_M3-Ambiente,VPP_M3-Ambiente,YdHa_M3-Ambiente,YdPl_M3-Ambiente,HI_INV-M3-1,PHI_INV-M3-1,PSN_INV-M3-1,SW_INV-M3-1,SWP_INV-M3-1,StWP_INV-M3-1,VPP_INV-M3-1,YdHa_INV-M3-1,YdPl_INV-M3-1,HI_INV-M3-2,PHI_INV-M3-2,PSN_INV-M3-2,SW_INV-M3-2,SWP_INV-M3-2,StWP_INV-M3-2,VPP_INV-M3-2,YdHa_INV-M3-2,YdPl_INV-M3-2,PHI_Caribia,YdHa_Caribia,YdPl_Caribia,PHI_Espinal,SW_Espinal,YdHa_Espinal,YdPl_Espinal
AMADEUS,63.368,74.482,3.703,0.203,0.729,3.773,3.438,908.671,5.841,58.911,77.305,3.774,0.231,0.874,14.534,13.149,1235.02,7.603,55.154,75.457,3.304,0.209,0.678,10.326,4.579,850.261,6.464,63.29,114.28,2.27,NA,NA,NA,NA
DOR_390,58.956,74.328,3.79,0.197,0.753,10.662,3.528,1352.815,9.82,51.514,76.7,4.129,0.228,0.961,27.662,12.766,1745.361,10.421,44.22,71.936,3.207,0.207,0.681,34.226,5.66,1401.445,9.037,70.22,138.076,2.409,NA,NA,NA,NA
GCDT_001,55.782,71.838,3.375,0.208,0.72,9.754,3.578,1109.935,7.091,51.873,75.973,3.457,0.237,0.837,24.332,NA,1542.782,9.881,51.531,78.238,3.5,0.245,0.83,17.128,5.346,997.55,6.875,70.221,136.333,2.348,79.001,0.258,1165.224,12.177
GCDT_002,55.685,71.746,3.305,0.156,0.487,5.858,3.507,778.354,5.264,55.417,76.816,2.971,0.175,0.519,14.26,12.777,967.687,5.34,57.054,75.204,3.247,0.184,0.609,13.172,6.08,1165.808,7.839,64.133,128.627,2.361,77.131,0.202,875.425,9.06
GCDT_003,59.539,73.754,3.577,0.255,0.968,11.878,3.33,1688.429,10.712,49.584,72.306,2.907,0.262,0.766,23.087,12.969,1327.291,8.322,55.613,76.263,3.033,0.27,0.809,16.475,5.842,1471.807,9.24,70.853,121.878,2.332,75.596,0.26,1129.597,11.778
GCDT_004,64.628,77.155,3.851,0.194,0.769,3.759,3.243,876.806,6.405,55.999,76.138,3.117,0.203,0.627,21.008,13.149,1585.378,8.56,60.166,78.676,3.064,0.247,0.741,18.357,NA,1598.864,9.82,NA,141.625,2.502,79.756,0.225,1429.134,15.418
GCDT_005,45.637,70.703,2.934,0.215,0.623,9.257,3.723,657.362,4.55,40.675,68.857,1.794,0.236,0.419,24.716,13.263,1017.787,5.635,34.667,69.708,1.933,0.207,0.4,24.758,5.155,785.203,5.996,62.4,141.934,2.762,NA,NA,NA,NA
GCDT_006,43.676,69.274,3.121,0.239,0.749,24.07,5.627,1048.518,6.746,26.477,64.014,1.943,0.261,0.476,34.844,13.587,919.659,4.957,41.592,67.749,2.33,0.271,0.607,29.5,20.345,949.853,6.677,65.431,132.019,2.342,75.827,0.26,1128.44,11.453
GCDT_007,56.398,73.423,3.086,0.203,0.619,6.076,3.504,804.912,5.998,47.263,78.737,2.885,0.241,0.7,23.76,13.243,1176.362,6.347,52.985,78.188,3.49,0.202,0.705,9.496,6.233,541.53,4.779,67.592,133.898,2.299,77.345,0.272,1075.344,11.648
GCDT_008,54.4,73.055,2.87,0.271,0.807,10.179,3.949,928.391,7.64,47.724,72.919,2.192,0.278,0.594,19.31,12.947,1107.652,5.999,50.846,73.356,2.387,0.299,0.702,22.482,15.622,1378.316,9.034,NA,NA,NA,78.538,0.308,1405.478,15.052
GCDT_009,44.174,69.282,2.977,0.2,0.574,24.012,3.424,1113.035,7.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.114,0.1,0.252,46.417,37.459,510.628,3.967,NA,NA,NA,77.545,0.271,795.946,8.293
GCDT_010,53.225,70.561,2.95,0.224,0.654,11.298,3.348,950.285,6.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.206,75.6,3.187,0.25,0.803,15.212,5.961,743.212,5.913,69.847,108.177,2.279,75.869,NA,NA,NA
GCDT_011,49.735,71.701,3.311,0.219,0.738,14.488,3.59,962.626,6.482,28.151,68.259,3.082,0.197,0.606,34.02,13.605,877.471,5.098,25.228,64.95,2.63,0.196,0.532,30.871,5.599,515.882,4.299,63.772,125.904,2.169,75.995,0.264,1452.351,14.622
GCDT_012,47.393,67.785,2.103,0.197,0.362,8.326,3.376,748.464,5.165,49.807,73.065,2.362,0.236,0.547,14.028,12.716,829.938,4.853,53.287,75.416,2.609,0.246,0.66,8.668,6.282,738.656,5.821,NA,NA,NA,70.239,0.258,917.613,8.291
GCDT_013,60.8,75.489,3.458,0.266,0.973,6.99,3.681,986.672,7.385,44.983,73.044,3.129,0.246,0.775,25.25,13.307,1237.724,6.602,43.651,69.754,2.741,0.275,0.727,17.758,6.168,871.305,5.969,NA,NA,NA,77.625,0.301,1515.936,15.308
GCDT_014,59.172,74.369,2.828,0.241,0.704,12.573,3.54,1476.296,11.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.549,63.416,1.894,0.23,0.436,25.453,NA,548.654,4.158,NA,NA,NA,75.086,NA,NA,NA
GCDT_015,52.877,73.094,3.584,0.238,0.911,17.046,4.064,1236.269,8.132,NA,NA,NA,NA,NA,31.506,13.52,NA,NA,40.372,71.341,2.102,0.259,0.509,28.024,6.461,843.385,5.95,65.16,123.109,2.225,76.818,0.305,967.609,10.392
GCDT_016,56.601,73.217,2.665,0.254,0.668,12.428,NA,1380.881,11.2,35.758,65.86,2.071,0.253,0.49,30.348,14.346,1112.512,6.159,51.847,71.257,2.275,0.244,0.555,11.76,8.11,711.772,5.438,NA,NA,NA,74.985,0.262,1029.506,10.171
GCDT_017,52.359,71.895,2.66,0.256,0.659,12.911,3.523,1151.621,7.134,51.553,74.532,2.859,0.286,0.779,20.336,13.059,1282.481,7.095,51.418,75.002,2.646,0.282,0.762,14.235,5.234,709.936,5.306,68.745,156.07,2.562,75.791,0.24,1240.441,13.609
GCDT_018,55.371,73.791,3.775,0.228,0.897,10.289,3.446,1049.053,6.845,48.518,75.597,3.093,0.237,0.733,19.228,13.042,936.929,5.545,51.111,71.507,3.495,0.219,0.748,15.261,5.886,1098.562,8.696,NA,NA,NA,75.778,0.254,1186.08,12.749
GCDT_019,61.452,74.38,3.815,0.259,1.032,9.153,3.344,1368.482,9.009,45.623,70.668,2.601,0.219,0.558,21.625,13.195,1147.736,6.437,50.515,77.996,3.622,0.273,0.974,18.616,NA,1192.172,7.96,68.177,139.446,2.42,76.234,NA,NA,NA
GCDT_020,57.565,73.309,2.958,0.252,0.757,9.603,3.6,1134.946,8.997,46.061,71.501,3.37,0.208,0.695,19.815,13.144,1082.216,6.006,54.509,77.643,3.402,0.267,0.902,17.678,5.737,1199.755,8.04,66.867,135.757,2.347,75.813,0.287,1178.962,12.688
GCDT_021,57.785,73.464,3.526,0.245,0.929,6.274,NA,886.564,7.039,58.633,78.648,3.639,0.286,1.031,14.07,NA,1087.051,6.193,55.601,79.014,3.597,0.268,0.968,13.293,6.299,1115.529,8.839,71.607,158.33,2.594,77.346,NA,NA,NA
GCDT_022,57.031,74.937,2.559,0.25,0.629,9.591,3.538,1033.321,7.273,57.675,80.973,2.565,0.266,0.658,19.571,13.151,1512.007,7.886,53.047,77.766,2.493,0.307,0.691,17.138,9.249,1017.647,7.066,68.727,132.512,2.335,79.35,0.258,1374.818,14.523
GCDT_023,56.216,72.718,3.339,0.226,0.754,8.762,3.538,1006.935,7.547,58.518,77.255,NA,0.247,NA,19.226,13.022,1479.549,8.103,60.287,78.307,2.963,0.302,0.885,14.086,5.072,1294.931,10.371,63.048,127.978,2.264,76.863,0.253,966.612,10.401
GCDT_024,53.157,71.984,3.249,0.22,0.704,10.105,3.57,1001.047,7.352,53.367,74.978,3.013,0.199,0.582,22.563,13.096,1603.349,8.581,56.243,75.438,3.405,0.209,0.73,15.238,6.881,1510.319,9.744,68.571,139.766,2.418,78.299,0.266,1276.787,13.395
GCDT_025,58.727,72.944,3.217,0.19,0.592,6.983,NA,923.568,7.239,50.785,74.795,2.985,0.2,0.58,19.184,NA,1032.005,5.824,56.991,75.933,2.962,0.197,0.595,14.013,4.596,1248.95,8.092,NA,NA,NA,NA,NA,NA,NA
GCDT_026,54.343,71.107,2.629,0.207,0.483,4.478,3.442,711.075,5.547,53.633,75.042,3.425,0.213,0.712,19.714,13.116,1219.107,6.644,53.196,76.138,2.929,0.203,0.595,12.946,5.35,1026.215,6.839,NA,NA,NA,77.268,0.233,1257.322,13.307
GCDT_027,61.586,74.828,3.366,0.183,0.598,4.876,NA,926.251,6.015,54.337,75.438,2.63,0.191,0.493,19.602,13.043,1347.384,6.891,54.457,77.261,3.003,0.229,0.686,12.494,5.349,979.209,6.915,NA,NA,NA,NA,NA,NA,NA
GCDT_029,63.918,75.435,2.654,0.21,0.537,4.093,3.763,890.663,5.589,54.809,76.274,3.036,0.211,0.638,14.95,13.095,885.044,5.161,61.914,79.347,2.885,0.219,0.634,7.457,NA,958.312,6.534,69.832,148.854,2.461,80.236,0.228,1246.295,10.457
GCDT_031,61.11,75.928,2.721,0.24,0.687,7.736,NA,1067.178,7.409,52.224,76.888,2.054,0.263,0.535,18.293,13.02,1140.071,6.152,57.595,78.975,2.237,0.265,0.587,12.66,5.758,927.205,6.534,NA,NA,NA,NA,NA,NA,NA
GCDT_032,57.777,75.102,2.925,0.263,0.807,15.566,NA,1585.348,10.243,42.118,72.802,2.143,0.248,0.52,22.785,13.081,969.233,5.327,50.672,76.911,2.376,0.291,0.644,21.66,8.977,1071.388,7.434,69.708,125.195,2.306,79.537,0.266,1310.5,16.058
GCDT_033,61.086,76.384,3.678,0.227,0.894,8.768,3.434,1248.394,8.396,55.704,76.148,3.289,0.224,0.746,20.629,13.216,1590.444,8.559,59.292,81.577,3.59,0.264,0.955,14.387,6.228,1127.029,7.683,70.973,161.33,2.58,79.5,0.282,1603.25,16.447
GCDT_034,66.181,78.08,4.037,0.226,0.933,6.844,NA,1386.883,11.016,57.803,82.08,3.313,0.239,0.786,16.086,12.825,1199.429,6.49,61.211,80.92,3.579,0.248,0.903,10.531,5.12,978.08,6.917,72.334,151.887,2.51,81.363,0.25,1463.055,15.105
GCDT_035,60.788,74.664,3.878,0.191,0.735,7.555,NA,1197.252,7.963,53.345,77.124,3.253,0.217,0.715,16.187,13.21,1061.57,6.026,58.89,79.456,3.381,0.224,0.757,11.315,NA,962.426,7.008,NA,NA,NA,NA,NA,NA,NA
GCDT_036,59.195,74.276,3.527,0.223,0.802,9.87,3.517,1238.004,9.466,46.577,71.807,2.777,0.208,0.571,23.61,13.431,1269.123,6.987,56.503,76.222,2.744,0.212,0.601,9.095,5.655,918.012,6.582,NA,NA,NA,NA,NA,NA,NA
GCDT_037,62.202,76.253,3.528,0.204,0.736,8.626,3.477,1081.673,8.817,50.171,75.413,2.991,0.225,0.665,21.08,13.287,1262.166,6.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.398,0.25,1251.203,13.379
GCDT_038,58.727,74.673,3.255,0.197,0.671,8.278,4.022,966.187,6.439,53.883,75.192,3.318,0.2,0.664,18.564,NA,1204.215,7.881,58.332,79.34,3.633,0.212,0.755,18.328,NA,1428.65,9.058,74.193,129.593,2.359,80.563,0.235,1404.483,15.018
GCDT_039,65.622,78.688,3.226,0.212,0.694,5.57,3.298,1048.732,8.431,51.366,81.694,3.135,0.228,0.723,24.262,12.896,1116.683,6.65,61.234,79.87,3.103,0.214,0.654,11.131,5.819,1077.32,8.973,NA,NA,NA,NA,NA,NA,NA
GCDT_040,62.958,74.792,2.699,0.189,0.42,5.181,3.393,903.02,6.025,39.041,70.32,1.924,0.169,0.345,15.917,13.216,813.263,4.471,60.93,77.261,2.44,0.211,0.527,9.028,5.795,1236.406,9.935,NA,NA,NA,NA,NA,NA,NA
GCDT_041,61.927,74.732,3.07,0.195,0.573,5.003,3.465,1024.689,7.422,58.115,77.637,3.139,0.209,0.645,18.345,13.18,1382.181,7.327,NA,NA,2.253,NA,NA,13.089,6.434,NA,NA,NA,NA,NA,80.263,0.234,1343.623,14.046
GCDT_042,46.706,68.934,2.106,0.185,0.344,5.541,3.993,576.72,3.868,40.972,73.633,2.064,0.188,0.394,21.59,13.148,881.627,5.182,53.252,72.732,2.229,0.222,0.528,14.092,25.467,954.929,6.918,72.322,159.81,2.46,76.805,0.253,1494.82,16.391
GCDT_043,62.766,76.065,2.836,0.187,0.498,4.06,NA,637.196,4.994,58.714,78.781,3.212,0.18,0.592,15.511,NA,1035.053,5.672,64.275,80.488,3.265,0.203,0.645,10.622,8.22,1110.543,7.527,NA,NA,NA,NA,NA,NA,NA
GCDT_044,64.592,75.961,2.889,0.234,0.694,3.728,3.573,900.178,6.227,61.582,77.416,2.883,0.214,0.608,16.815,13.19,1157.691,6.304,61.413,80.31,3.033,0.245,0.758,8.568,5.906,1015.414,7.246,NA,NA,NA,NA,NA,NA,NA
GCDT_045,64.91,76.827,3.028,0.225,0.727,5.827,NA,1052.314,7.321,56.973,78.783,2.907,0.23,0.657,18.364,13.23,1357.432,7.367,65.674,80.509,3.102,0.228,0.722,7.163,7.016,866.13,6.447,70.945,131.365,2.375,82.061,0.226,1781.893,16.663
GCDT_046,56.611,73.302,3.119,0.212,0.683,10.064,3.405,1059.458,8.728,46.819,66.867,2.879,0.208,0.597,34.202,14.711,1748.391,10.308,NA,NA,NA,NA,NA,22.955,5.898,NA,NA,68.794,138.266,2.378,74.81,0.222,1172.215,11.849
GCDT_047,42.478,66.776,2.683,0.187,0.457,7.513,3.222,508.083,4.181,NA,NA,NA,NA,NA,22.678,13.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCDT_048,39.969,64.297,2.022,0.152,0.263,10.48,3.692,594.388,4.564,33.068,61.381,2.241,0.158,0.372,21.68,14.293,675.306,3.788,NA,NA,NA,NA,NA,19.357,12.583,NA,NA,70.295,115.805,2.3,79.197,NA,NA,NA
GCDT_049,59.123,73.437,3.941,0.239,1.001,10.445,3.793,1483.73,9.672,51.173,71.476,2.983,0.266,0.791,26.191,13.185,2009.331,10.068,54.288,74.654,3.193,0.245,0.791,16.821,8.604,1386.912,9.507,68.831,126.245,2.392,76.525,0.29,1309.138,13.85
GCDT_050,59.658,73.71,3.501,0.194,0.67,6.333,3.529,872.855,6.708,54.842,75.668,3.284,0.197,0.655,16.968,13.155,1153.957,6.303,58.975,78.282,3.119,0.228,0.729,14.919,4.857,1319.548,8.421,NA,NA,NA,NA,NA,NA,NA
GCDT_051,63.182,75.377,3.108,0.18,0.532,4.788,3.492,1006.699,6.74,59.813,79.421,3.93,0.184,0.718,16.21,NA,1092.856,6.047,56.018,79.825,3.245,0.197,0.637,13.12,5.538,888.709,6.339,69.019,128.583,2.327,81.271,0.212,1489.742,16.503
GCDT_052,65.05,77.456,3.769,0.21,0.812,6.975,3.648,1129.454,8.242,57.707,78.749,3.5,0.214,0.754,19.106,NA,1371.484,7.194,59.491,82.36,3.683,0.21,0.789,14.981,9.798,1338.516,8.887,71.61,124.502,2.289,80.478,0.224,1368.647,14.507
GCDT_054,59.486,74.063,2.981,0.204,0.53,6.427,NA,800.869,6.303,46.96,70.43,2.647,0.176,0.454,20.643,NA,1114.924,6.268,59.184,78.418,2.876,0.213,0.613,10.028,6.384,1119.636,7.553,NA,NA,NA,78.35,0.221,880.396,11.243
GCDT_055,61.295,75.562,3.727,0.188,0.69,12.457,3.506,1783.843,11.351,56.727,75.704,3.522,0.209,0.742,24.498,13.03,2279.218,11.737,50.938,77.127,3.324,0.198,0.664,18.196,4.896,1198.28,7.668,70.866,129.045,2.334,77.181,0.221,1185.811,12.993
GCDT_056,60.939,76.51,3.665,0.203,0.748,9.884,NA,1307.741,10.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.358,81.907,3.402,0.241,0.806,14.154,4.232,1202.926,8.016,71.434,144.747,2.405,79.911,0.225,1140.874,12.3
GCDT_057,50.337,72.083,2.309,0.166,0.358,6.504,NA,622.608,4.214,50.657,74.661,2.663,0.162,0.443,13.254,13.15,807.833,5.001,55.829,76.761,2.452,0.167,0.453,7.496,NA,591.057,5.171,NA,NA,NA,NA,NA,NA,NA
GCDT_058,61.302,76.183,2.814,0.15,0.391,1.725,3.493,454.851,3.692,60.246,81.331,3.113,0.17,0.543,13.591,12.979,839.737,5.227,36.327,79.659,2.919,0.17,0.544,19.164,5.441,704.217,5.099,74.255,91.277,2.182,80.261,0.195,1161.322,12.283
GCDT_059,50.904,70.502,2.612,0.197,0.521,5.851,NA,663.305,4.635,50.647,75.621,3.294,0.186,0.622,20.141,13.193,1168.29,6.416,57.219,77.875,2.8,0.212,0.599,8.491,7.834,896.901,6.252,64.251,128.018,2.024,78.149,0.219,1074.043,11.23
GCDT_060,60.548,74.275,2.886,0.173,0.493,4.145,3.471,739.905,5.119,47.725,72.164,2.619,0.154,0.4,15.616,13.112,745.023,4.288,54.247,74.732,2.522,0.16,0.412,5.397,6.434,481.219,4.117,69.105,136.469,2.397,76.201,0.183,931.035,10.225
GCDT_061,54.802,72.855,2.667,0.177,0.43,4.869,NA,637.951,4.835,53.507,76.775,3.098,0.218,0.707,12.457,NA,855.97,5.102,50.913,74.229,2.715,0.206,0.564,12.187,4.694,869.177,5.987,72.18,125.194,2.402,75.557,0.22,819.593,7.93
GCDT_062,56.56,73.886,2.927,0.161,0.457,6.846,3.482,815.989,5.23,57.853,76.755,3.114,0.17,0.526,14.643,13.039,800.132,4.806,54.915,77.129,2.895,0.154,0.522,7.565,5.969,578.783,5.087,61.883,97.097,2.077,78.328,0.18,1022.535,10.486
GCDT_063,49.876,70.242,2.119,0.181,0.382,8.007,3.646,784.429,4.351,56.109,78.951,2.831,0.165,0.477,11.829,13.303,767.576,4.788,50.314,74.409,2.497,0.185,0.485,12.641,NA,857.772,5.975,68.593,114.44,2.199,77.639,0.187,1025.267,10.96
GCDT_064,50.538,70.352,3.074,0.212,0.646,19.121,3.806,1395.686,9.226,42.798,72.013,2.709,0.21,0.578,37.514,13.076,1505.644,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.485,142.541,2.467,79.269,0.24,884.787,9.718
GCDT_065,41.62,67.544,2.846,0.199,0.56,18.607,4.211,838.458,6.404,20.897,51.879,2.583,0.16,0.44,24.497,14.21,697.574,4.543,45.677,71.149,3.027,0.174,0.574,11.6,6.038,681.089,4.896,NA,NA,NA,74.576,0.248,966.1,10.078
GCDT_066,58.632,75.077,3.403,0.221,0.766,8.811,NA,1114.686,8.606,52.911,73.677,3.207,0.209,0.675,21.265,13.125,1351.086,7.403,50.601,76.779,3.457,0.247,0.788,9.894,7.633,695.613,4.955,69.571,129.416,2.268,78.444,0.272,1480.029,15.499
GCDT_067,45.084,66.392,2.253,0.247,0.513,13.929,4.382,893.67,6.482,40.039,65.754,2.353,0.232,0.536,32.436,13.519,1399.704,7.612,NA,NA,NA,NA,NA,30.143,NA,NA,NA,64.091,112.441,2.204,70.8,NA,NA,NA
GCDT_068,62.487,75.938,3.486,0.157,0.532,3.687,3.481,666.501,4.962,32.371,70.499,2.817,0.166,0.447,23.519,13.303,810.861,4.904,48.883,73.277,2.679,0.154,0.432,14.0,6.052,800.869,5.997,NA,NA,NA,NA,NA,NA,NA
GCDT_069,62.611,76.052,3.604,0.212,0.781,9.137,3.392,1444.649,11.387,NA,NA,NA,NA,NA,23.109,NA,NA,NA,53.763,78.45,3.074,0.245,0.764,14.377,7.691,1156.135,7.409,69.049,130.261,2.434,80.431,0.263,1419.856,14.459
GCDT_070,58.024,74.248,3.515,0.193,0.691,5.598,5.194,665.452,5.429,53.579,74.427,3.35,0.223,0.747,24.619,13.23,1903.929,9.427,41.908,77.566,3.173,0.196,0.644,15.298,5.526,762.292,6.072,74.613,142.485,2.385,80.342,0.241,1211.413,12.59
GCDT_071,54.502,72.952,3.363,0.219,0.741,6.727,3.343,760.422,5.095,62.273,79.672,3.119,0.268,0.815,17.511,13.145,1774.408,9.006,57.092,80.155,3.828,0.254,0.97,13.767,4.978,1060.764,7.415,72.001,154.261,2.594,79.71,0.28,1366.013,14.663
GCDT_072,35.323,58.186,1.735,0.156,0.202,7.491,4.276,531.666,3.668,34.727,69.356,2.747,0.226,0.607,24.173,13.481,939.854,5.495,48.739,74.07,3.29,0.224,0.771,26.961,15.186,1888.664,15.788,NA,NA,NA,NA,NA,NA,NA
GCDT_073,55.787,72.376,2.67,0.214,0.568,7.991,3.341,854.884,5.831,55.216,77.597,2.876,0.236,0.674,19.647,13.181,1212.271,6.607,56.215,78.258,2.84,0.27,0.722,15.249,5.904,1118.168,7.488,69.712,114.95,2.219,79.133,0.242,1333.492,14.164
GCDT_074,55.633,73.036,3.079,0.233,0.727,7.974,3.736,954.602,6.222,39.651,75.532,2.894,0.292,0.846,27.589,14.195,1058.718,5.676,44.891,77.76,3.371,0.274,0.927,23.893,15.876,983.208,6.494,NA,NA,NA,78.571,0.248,919.401,9.598
GCDT_075,55.791,71.74,2.972,0.19,0.536,5.603,3.483,820.121,5.528,50.981,72.318,3.408,0.174,0.596,20.713,NA,1373.883,7.495,56.618,78.803,3.217,0.198,0.671,10.375,5.893,989.328,6.995,62.635,113.165,2.205,78.552,0.219,1243.862,13.677
GCDT_076,49.683,73.224,3.258,0.225,0.747,10.216,3.243,772.626,5.96,36.096,70.313,2.743,0.196,0.542,24.299,14.176,865.723,4.897,41.942,70.904,2.726,0.229,0.625,16.542,43.867,845.92,6.0,NA,NA,NA,79.214,0.254,1215.109,12.714
GCDT_077,56.826,73.993,2.967,0.211,0.6,10.422,3.628,1158.58,9.186,38.099,67.03,1.854,0.244,0.437,28.953,13.097,1095.744,6.101,48.67,75.29,2.597,0.231,0.611,18.502,NA,1048.6,7.361,NA,NA,NA,NA,NA,NA,NA
GCDT_078,50.419,70.657,2.386,0.21,0.457,12.144,3.839,1025.044,7.989,36.661,70.487,2.101,0.221,0.447,26.472,13.034,979.136,5.819,28.443,62.78,2.171,0.178,0.43,21.136,21.809,395.746,4.109,69.552,133.263,2.385,77.483,0.265,1041.107,10.202
GCDT_079,55.475,71.965,2.707,0.228,0.575,11.379,3.525,1211.625,9.404,23.183,35.405,2.008,0.207,0.417,27.083,13.844,795.468,4.293,34.708,67.906,1.77,0.229,0.385,19.718,5.952,626.44,4.602,70.751,141.518,2.487,77.585,0.254,1067.346,10.831
GCDT_080,55.143,72.932,2.626,0.234,0.592,7.432,NA,851.478,6.364,33.754,65.737,2.369,0.256,0.605,24.688,13.257,872.132,5.402,41.194,67.287,2.381,0.279,0.624,21.846,6.087,932.428,7.197,67.738,170.459,2.644,76.924,0.276,1178.283,13.347
GCDT_081,59.771,73.819,3.828,0.256,1.053,10.564,3.406,1584.939,10.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.722,74.953,3.282,0.227,0.73,16.844,6.026,1290.843,8.567,65.014,130.196,2.27,76.312,0.27,1337.864,13.652
GCDT_082,57.524,70.557,2.647,0.196,0.481,5.673,3.374,873.678,6.963,38.027,71.413,2.156,0.198,0.426,21.311,13.33,936.542,5.445,47.264,72.981,2.741,0.198,0.56,12.707,12.978,780.369,5.844,NA,NA,NA,NA,NA,NA,NA
GCDT_083,53.816,72.631,2.617,0.203,0.504,9.726,3.579,930.036,7.091,26.044,53.675,2.055,0.212,0.423,30.374,15.681,752.726,4.763,33.899,70.561,2.257,0.223,0.487,26.146,5.675,619.722,5.309,72.035,160.94,3.011,78.979,0.256,988.563,10.2
GCDT_084,56.105,72.832,2.994,0.214,0.611,5.167,3.574,803.781,6.315,44.021,74.57,3.608,0.219,0.793,19.269,13.196,823.787,4.859,53.191,77.321,2.74,0.246,0.691,12.938,5.218,868.994,6.235,66.619,112.853,2.153,77.793,0.265,1052.979,10.973
GCDT_085,64.999,76.58,3.293,0.234,0.792,4.06,3.386,854.552,7.044,57.477,79.151,3.603,0.215,0.771,16.368,13.09,1118.174,6.726,59.545,82.418,3.952,0.255,1.013,8.659,3.955,964.369,7.952,70.261,128.891,2.318,78.244,0.246,1294.245,14.644
GCDT_086,69.808,79.938,3.756,0.211,0.817,10.034,NA,1405.836,11.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.927,76.876,2.936,0.214,0.653,11.75,8.619,937.523,7.371,NA,NA,NA,79.634,0.221,1320.939,15.402
GCDT_087,56.872,74.704,3.865,0.204,0.76,9.746,3.921,1005.892,7.894,63.778,83.035,3.48,0.236,0.818,12.716,12.981,1180.226,6.564,62.232,82.61,3.314,0.252,0.859,13.735,5.486,896.998,6.592,NA,NA,NA,79.776,0.236,1077.313,11.138
GCDT_088,61.574,76.099,3.899,0.22,0.886,9.873,3.701,1322.593,8.346,49.423,74.338,3.541,0.242,0.868,24.251,13.001,1481.624,8.093,NA,NA,NA,NA,NA,14.213,5.575,NA,NA,68.078,127.869,2.196,76.759,0.251,1379.531,15.287
GCDT_089,62.735,75.822,3.599,0.235,0.855,7.124,NA,1247.149,7.803,58.604,76.926,3.149,0.233,0.735,18.215,13.037,1395.42,7.357,60.242,79.125,3.309,0.244,0.789,12.331,5.761,1089.961,7.542,54.718,109.836,2.113,79.045,0.237,1514.066,15.346
GCDT_090,62.275,75.221,3.334,0.216,0.732,8.279,3.562,1206.953,7.801,56.451,77.57,3.773,0.238,0.917,20.069,13.174,1339.466,8.329,54.492,80.381,3.294,0.274,0.907,14.253,6.325,941.267,6.758,68.581,132.883,2.375,80.065,0.242,1488.44,15.611
GCDT_091,55.415,71.576,3.223,0.199,0.627,7.538,3.364,878.438,6.533,NA,NA,2.628,0.202,0.52,NA,13.092,1045.337,5.65,54.534,79.088,3.034,0.239,0.746,11.307,NA,1015.115,8.204,71.677,138.401,2.403,78.896,0.227,1390.51,13.956
GCDT_092,NA,NA,NA,NA,NA,7.589,NA,NA,NA,57.024,76.003,3.509,0.195,0.688,15.728,NA,1098.523,5.984,52.795,73.847,3.07,0.198,0.65,10.84,5.838,860.126,6.065,NA,NA,NA,NA,NA,NA,NA
GCDT_093,42.28,73.571,3.155,0.231,0.74,33.073,3.667,1130.52,7.54,52.343,79.319,2.988,0.265,0.774,20.921,13.025,1241.545,6.725,46.813,75.036,3.3,0.228,0.757,19.809,8.711,999.587,6.847,NA,NA,NA,79.965,0.267,1177.741,13.705
GCDT_094,62.31,76.15,3.225,0.219,0.696,9.126,3.375,1383.967,8.982,60.54,81.376,3.514,0.252,0.879,21.776,13.118,1862.563,9.549,60.697,82.138,3.425,0.25,0.859,19.851,15.075,1559.778,9.832,NA,NA,NA,80.853,0.253,1299.484,14.376
GCDT_095,66.083,77.532,3.538,0.227,0.805,7.777,3.219,1597.45,10.78,60.771,81.417,3.833,0.21,0.818,15.911,13.107,1273.274,6.97,57.227,82.072,3.605,0.224,0.844,12.212,7.416,1005.459,7.945,NA,NA,NA,NA,NA,NA,NA
GCDT_096,47.535,67.925,2.486,0.206,0.482,11.829,NA,919.665,6.237,49.777,71.113,2.811,0.243,0.699,22.834,13.195,1591.38,8.641,43.53,71.745,2.58,0.258,0.675,26.17,15.108,1157.854,7.883,70.785,107.78,2.235,77.059,0.277,1217.808,13.359
GCDT_097,51.907,72.956,3.091,0.222,0.675,14.486,3.366,1090.534,7.192,24.688,73.457,2.729,0.247,0.689,42.284,13.429,813.059,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.316,136.358,2.26,79.503,0.252,1251.954,13.505
